id,prompt,correct_answer_text,domain_name,domain_keywords
625,Which of the following is correct? What are some models that attempt to account for all observations without invoking supplemental non-baryonic matter? from the following choices.,"Modified Newtonian dynamics, tensor–vector–scalar gravity, or entropic gravity.",Theoretical Physics,Modified Newtonian dynamics; non-baryonic matter; tensor–vector–scalar gravity; entropic gravity
626,Which of the following is correct? What is the required excess quark per billion quark-antiquark pairs in the early universe in order to provide all the observed matter in the universe? from the following choices.,One,Particle Physics,baryogenesis; quark-antiquark pairs; early universe; matter-antimatter asymmetry
627,Identify the correct statement: What is the SI unit of the physical quantity m/Q? based on the given context.,Kilogram per coulomb,Physics Units,SI units; physical quantities; dimensional analysis; unit conversion
628,Choose the correct answer: What is the synapstor or synapse transistor? from the following choices.,A device used to demonstrate a neuro-inspired circuit that shows long-term potentiation for learning and inactivity-based forgetting.,Neuromorphic Engineering,synapse transistor; short-term potentiation; neuro-inspired circuits; activity-based forgetting
629,Determine the correct option: What is the term used to describe the proportionality factor to the Stefan-Boltzmann law that is utilized in subsequent evaluations of the radiative behavior of grey bodies? based on the given context.,Emissivity,Thermodynamics,Stefan-Boltzmann law; grey bodies; emissivity; radiative behavior; black-body radiation
630,Identify the correct statement: What is the reason for recycling rare metals according to the United Nations?,"The demand for rare metals will quickly exceed the consumed tonnage in 2013, and recycling rare metals with a worldwide production lower than 100 000 t/year is urgent and priority should be placed on it in order to conserve natural resources and energy.",Resource Economics,rare metal recycling; resource conservation; production tonnage; sustainable development
631,Select the most accurate option: What is the fate of a carbocation formed in crystalline naphthalene? based on the given context.,"The carbocation gains an electron from surrounding molecules, becoming an electrically neutral radical.",Organic Chemistry,carbocation; crystalline naphthalene; ionic stability; chemical kinetics
632,Pick the best possible answer: Who was the first person to describe the pulmonary circulation framework?,Ibn al-Nafis,History Of Medicine,pulmonary circulation; Ibn al-Nafis; physiological history; cardiovascular anatomy
633,Pick the best possible answer: What is the American Petroleum Institute (API) gravity? based on the given context.,API gravity is a measure of how heavy or light a petroleum liquid is compared to water. It is an inverse measure of a petroleum liquid's density relative to that of water and is graduated in degrees on a hydrometer instrument.,Petroleum Engineering,API gravity; petroleum density; hydrometer measurement; fluid properties
634,Determine the correct option: What is Martin Heidegger's view on the relationship between time and human existence? carefully.,"Martin Heidegger believes that humans do not exist inside time, but that they are time. The relationship to the past is a present awareness of having been, and the relationship to the future involves anticipating a potential possibility, task, or engagement.",Existential Phenomenology,Heideggerian ontology; temporality; Dasein; being-towards-death; historicality
635,Pick the best possible answer: What is the interpretation of supersymmetry in stochastic supersymmetric principle?,"Supersymmetry is an intrinsic property of all stochastic differential equations, and it preserves continuity in the model's phase space via continuous time flows.",Stochastic Dynamics,stochastic supersymmetric principle; kinematic dynamo; induction equation; deterministic chaos; phase space continuity
